CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5124-BOTUCATU,2026-01-01,Interior,BOTUCATU,SP,5512
L5126-CELSO GARCIA,2026-01-01,Capital,SÃO PAULO,SP,8672
L5127-SAO ROQUE,2026-01-01,Interior,SÃO ROQUE,SP,9833
L5129-REAL PARQUE,2026-01-01,Capital,SÃO PAULO,SP,3633
L5130-TUPI,2026-01-01,Litoral,PRAIA GRANDE,SP,9047
L5131-TAUBATE SAO GERALDO,2026-01-01,Interior,TAUBATÉ,SP,5039
L5132-CANTO DO FORTE,2026-01-01,Litoral,PRAIA GRANDE,SP,8882
L5134-GILBERTO SALOMAO,2026-01-01,DF,BRASÍLIA,DF,3654
L5135-402 ASA SUL,2026-01-01,DF,BRASÍLIA,DF,3147
L5136-RIB.PRETO ALTO DA BOA VISTA,2026-01-01,Interior,RIBEIRÃO PRETO,SP,5109
L5138-306 ASA NORTE,2026-01-01,DF,BRASÍLIA,DF,6643
L5139-SBC RUDGE RAMOS,2026-01-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7920
L5140-OSASCO KM 18,2026-01-01,RMSP,OSASCO,SP,8660
L5141-ALTO TAQUARAL,2026-01-01,Interior,CAMPINAS,SP,4918
L5142-MARILIA,2026-01-01,Interior,MARÍLIA,SP,3690
L5143-AQUARIUS,2026-01-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6934
L5144-EMBU DAS ARTES,2026-01-01,RMSP,EMBU DAS ARTES,SP,7099
L5145-TAMBORE,2026-01-01,RMSP,SANTANA DE PARNAÍBA,SP,3671
L5146-ITATIBA,2026-01-01,Interior,ITATIBA,SP,5379
L5147-ROLAND GARROS,2026-01-01,Capital,SÃO PAULO,SP,6092
L5148-PARQUE DO CARMO,2026-01-01,Capital,SÃO PAULO,SP,6993
L5149-ALTO DA MOOCA,2026-01-01,Capital,SÃO PAULO,SP,10525
L5150-ARARAQUARA,2026-01-01,Interior,ARARAQUARA,SP,5805
L5151-PINDAMONHANGABA,2026-01-01,Interior,PINDAMONHANGABA,SP,3933
L5152-ALTO DA BOA VISTA,2026-01-01,Capital,SÃO PAULO,SP,8099
L5153-EMBARE,2026-01-01,Litoral,SANTOS,SP,13168
L5154-RIO CLARO,2026-01-01,Interior,RIO CLARO,SP,3583
L5155-SUZANO,2026-01-01,RMSP,SUZANO,SP,7023
L5156-JARDIM PRUDENCIA,2026-01-01,Capital,SÃO PAULO,SP,8682
L5158-LEBLON,2026-01-01,RJ,RIO DE JANEIRO,RJ,6295
L5159-COTIA KM 39,2026-01-01,RMSP,COTIA,SP,7618
L5160-GUARATINGUETA,2026-01-01,Interior,GUARATINGUETÁ,SP,5889
L5161-ITANHAEM,2026-01-01,Litoral,ITANHAÉM,SP,9978
L5163-TAQUARI,2026-01-01,DF,BRASÍLIA,DF,4150
L5164-ITAPETININGA,2026-01-01,Interior,ITAPETININGA,SP,5091
L5165-MOGI DAS CRUZES MOGILAR,2026-01-01,RMSP,MOGI DAS CRUZES,SP,6584
L5166-MAIRIPORA,2026-01-01,RMSP,MAIRIPORÃ,SP,6660
L5168-SALTO,2026-01-01,Interior,SALTO,SP,5762
L5169-JACAREI,2026-01-01,Interior,JACAREÍ,SP,6512
L5172-PRESIDENTE PRUDENTE,2026-01-01,Interior,PRESIDENTE PRUDENTE,SP,4965
L5173-PERUIBE,2026-01-01,Litoral,PERUÍBE,SP,8685
L5174-PERI PERI,2026-01-01,Capital,SÃO PAULO,SP,5877
L5175-PARQUE SAO LUCAS,2026-01-01,Capital,SÃO PAULO,SP,9442
L5176-BRAGANCA PAULISTA,2026-01-01,Interior,BRAGANÇA PAULISTA,SP,11204
L5177-FREGUESIA DO O,2026-01-01,Capital,SÃO PAULO,SP,8051
L5178-PERIMETRAL,2026-01-01,RMSP,SANTO ANDRÉ,SP,7682
L5179-VILA YARA,2026-01-01,RMSP,OSASCO,SP,8906
L5180-FREI CANECA,2026-01-01,Capital,SÃO PAULO,SP,8218
L5181-RIBEIRAO PIRES,2026-01-01,RMSP,RIBEIRÃO PIRES,SP,6573
L5182-SAO JOSE DO RIO PRETO (DAMHA),2026-01-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4367
L5184-PRACA VARNHAGEM,2026-01-01,RJ,RIO DE JANEIRO,RJ,8217
L5185-CLODOMIRO,2026-01-01,Capital,SÃO PAULO,SP,4101
L5186-VILA DAS MERCES,2026-01-01,Capital,SÃO PAULO,SP,7474
L5187-MUTIRAO,2026-01-01,GO,GOIÂNIA,GO,4485
L5188-CAJAMAR,2026-01-01,RMSP,CAJAMAR,SP,9978
L5192-ALPHAVILLE CONDE,2026-01-01,RMSP,BARUERI,SP,7491
L5193-COTIA,2026-01-01,RMSP,COTIA,SP,7336
L5195-LEME,2026-01-01,Interior,LEME,SP,3485
L5197-LIMEIRA,2026-01-01,Interior,LIMEIRA,SP,4140
L5198-VILA RESENDE,2026-01-01,Interior,PIRACICABA,SP,4991
L5199-CASA VERDE,2026-01-01,Capital,SÃO PAULO,SP,7397
L5200-JUVENTUS,2026-01-01,Capital,SÃO PAULO,SP,6603
L5201-ANA COSTA,2026-01-01,Litoral,SANTOS,SP,10161
L5202-VILA CAICARA,2026-01-01,Litoral,PRAIA GRANDE,SP,11807
L5204-ITAQUA,2026-01-01,RMSP,ITAQUAQUECETUBA,SP,6384
L5205-GRANJA KM 26,2026-01-01,RMSP,COTIA,SP,3827
L5206-CACHOEIRINHA,2026-01-01,Capital,SÃO PAULO,SP,4783
L5207-SANTO ANDRE ORATORIO,2026-01-01,RMSP,SANTO ANDRÉ,SP,9292
L5209-ITABERABA,2026-01-01,Capital,SÃO PAULO,SP,7898
L5210-CAMPANELLA,2026-01-01,Capital,SÃO PAULO,SP,8214
L5213-REMEDIOS ONIX,2026-01-01,Capital,SÃO PAULO,SP,6444
L5214-SAO MIGUEL,2026-01-01,Capital,SÃO PAULO,SP,6785
L5215-VILA EMA,2026-01-01,Capital,SÃO PAULO,SP,8036
L5216-UBATUBA,2026-01-01,Litoral,UBATUBA,SP,8417
L5218-PARELHEIROS,2026-01-01,Capital,SÃO PAULO,SP,9794
L5219-AV. ITAQUERA,2026-01-01,Capital,SÃO PAULO,SP,6882
L5220-PLANALTO,2026-01-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5208
L5221-BARUERI (BETHAVILLE),2026-01-01,RMSP,BARUERI,SP,6808
L5223-CAMPO LIMPO,2026-01-01,Capital,SÃO PAULO,SP,12261
L5225-ARUJA,2026-01-01,RMSP,ARUJÁ,SP,7062
L5227-CRUZEIRO,2026-01-01,Interior,CRUZEIRO,SP,4918
L5229-GLAUCIO GIL,2026-01-01,RJ,RIO DE JANEIRO,RJ,6059
L5230-LARGO DO MACHADO,2026-01-01,RJ,RIO DE JANEIRO,RJ,11577
L5231-SOROCABA PANNUNZIO,2026-01-01,Interior,SOROCABA,SP,6594
L5232-PARQUE ECOLOGICO,2026-01-01,Interior,INDAIATUBA,SP,8804
L5233-MONGAGUA,2026-01-01,Litoral,MONGAGUÁ,SP,9598
L5235-LOUVEIRA,2026-01-01,Interior,LOUVEIRA,SP,3951
L5236-JACAREI VILLA BRANCA,2026-01-01,Interior,JACAREÍ,SP,5008
L5237-PAULINIA,2026-01-01,Interior,PAULÍNIA,SP,7056
L5239-CACAPAVA,2026-01-01,Interior,CAÇAPAVA,SP,4818
L5240-BARAO GERALDO,2026-01-01,Interior,CAMPINAS,SP,5635
L5241-ITAPEVI,2026-01-01,RMSP,ITAPEVI,SP,8124
L5242-RECREIO,2026-01-01,RJ,RIO DE JANEIRO,RJ,3104
L5243-MONTE CASTELO,2026-01-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,5006
L5244-TAGUATINGA SUL,2026-01-01,DF,BRASÍLIA,DF,4542
L5245-MAUA 2,2026-01-01,RMSP,MAUÁ,SP,8648
L5246-MALL MULTI GERMINARE,2026-01-01,Capital,SÃO PAULO,SP,9832
L5248-SBC PEREIRA BARRETO,2026-01-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7675
L5249-SANTA TERESINHA,2026-01-01,RMSP,SANTO ANDRÉ,SP,7796
L5250-VILA RICA,2026-01-01,Capital,SÃO PAULO,SP,6333
L5251-JANGADEIROS,2026-01-01,Capital,SÃO PAULO,SP,6617
L5252-14 DE DEZEMBRO,2026-01-01,Interior,JUNDIAÍ,SP,6824
L5253-HORTO,2026-01-01,Capital,SÃO PAULO,SP,5357
L5259-ALL WAYS MALL,2026-01-01,RJ,RIO DE JANEIRO,RJ,4816
L5261-UNIMART,2026-01-01,Interior,CAMPINAS,SP,7958
L5262-URBANOVA,2026-01-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4808
L5266-MATEO BEI,2026-01-01,Capital,SÃO PAULO,SP,7336
L5267-JAU,2026-01-01,Interior,JAÚ,SP,2849
L5268-TIBURCIO,2026-01-01,Capital,SÃO PAULO,SP,7852
L5272-ILHABELA,2026-01-01,Litoral,ILHABELA,SP,8344
L5273-MORRO GRANDE,2026-01-01,Capital,SÃO PAULO,SP,5806
L5277-VILA CURUCA (NORDESTINA),2026-01-01,Capital,SÃO PAULO,SP,7273
L5278-ITAPECERICA DA SERRA,2026-01-01,RMSP,ITAPECERICA DA SERRA,SP,6272
L5279-BOX CAIEIRAS,2026-01-01,RMSP,CAIEIRAS,SP,3380
L5281-OLIVEIRA FREIRE,2026-01-01,Capital,SÃO PAULO,SP,5921
L5282-PARQUE OLIMPICO,2026-01-01,RJ,RIO DE JANEIRO,RJ,7169
L5283-ALDEIA DA SERRA,2026-01-01,RMSP,BARUERI,SP,4951
L5284-25 DE AGOSTO,2026-01-01,RJ,DUQUE DE CAXIAS,RJ,4502
L5290-SAO LOURENCO,2026-01-01,Litoral,BERTIOGA,SP,6710
L5001-RIBEIRAO PRETO (0217),2026-02-01,Interior,RIBEIRÃO PRETO,SP,9225
L5002-ALPHAVILLE (0290),2026-02-01,RMSP,BARUERI,SP,7910
L5003-LINS (0340),2026-02-01,Interior,LINS,SP,7571
L5004-CAMPO BELO (0448),2026-02-01,Capital,SÃO PAULO,SP,6609
L5005-BROOKLIN (0475),2026-02-01,Capital,SÃO PAULO,SP,5779
L5006-MARAJOARA (0487),2026-02-01,Capital,SÃO PAULO,SP,7734
L5007-KLABIN (0496),2026-02-01,Capital,SÃO PAULO,SP,3618
L5008-SCS MAUA (0500),2026-02-01,RMSP,SÃO CAETANO DO SUL,SP,5443
L5009-PIRITUBA (0508),2026-02-01,Capital,SÃO PAULO,SP,8354
L5012-SOROCABA (0527),2026-02-01,Interior,SOROCABA,SP,2877
L5013-GRANJA VIANA (0545),2026-02-01,RMSP,COTIA,SP,5407
L5014-ROUXINOL (0567),2026-02-01,Capital,SÃO PAULO,SP,5933
L5015-BARAO ITAPURA (0570),2026-02-01,Interior,CAMPINAS,SP,4458
L5016-ANDRADINA (0573),2026-02-01,Interior,ANDRADINA,SP,4181
L5017-LEOPOLDINA (0576),2026-02-01,Capital,SÃO PAULO,SP,5099
L5018-MOEMA JURUCE (0584),2026-02-01,Capital,SÃO PAULO,SP,8558
L5019-ANGELICA (0684),2026-02-01,Capital,SÃO PAULO,SP,8785
L5020-VILA MARIANA 2 (0779),2026-02-01,Capital,SÃO PAULO,SP,7468
L5021-VILA SAUDE (0782),2026-02-01,Capital,SÃO PAULO,SP,8061
L5022-SAO CAETANO CENTRO (0811),2026-02-01,RMSP,SÃO CAETANO DO SUL,SP,9355
L5023-JOSE BONIFACIO (0813),2026-02-01,Interior,CAMPINAS,SP,4359
L5024-VALINHOS (0814),2026-02-01,Interior,VALINHOS,SP,8210
L5025-PANAMBY (0817),2026-02-01,Capital,SÃO PAULO,SP,6986
L5026-VILA MARIA (0818),2026-02-01,Capital,SÃO PAULO,SP,5604
L5027-ACLIMACAO (0851),2026-02-01,Capital,SÃO PAULO,SP,8146
L5028-VILA PAULICEIA (0853),2026-02-01,Capital,SÃO PAULO,SP,5912
L5030-SAUDADE (0856),2026-02-01,Interior,CAMPINAS,SP,7730
L5031-PERDIZES (0860),2026-02-01,Capital,SÃO PAULO,SP,7601
L5033-SANTANA (0868),2026-02-01,Capital,SÃO PAULO,SP,4506
L5034-D. PEDRO ll (0873),2026-02-01,RMSP,SANTO ANDRÉ,SP,6417
L5035-TREMEMBE (0875),2026-02-01,Capital,SÃO PAULO,SP,6147
L5037-VILA ROMANA (0880),2026-02-01,Capital,SÃO PAULO,SP,6406
L5038-SAO JOSE DOS CAMPOS (0886),2026-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7479
L5039-ZELINA (1208),2026-02-01,Capital,SÃO PAULO,SP,7755
L5040-GUARULHOS (1211),2026-02-01,RMSP,GUARULHOS,SP,8419
L5041-TAUBATE (1224),2026-02-01,Interior,TAUBATÉ,SP,4536
L5042-IPIRANGA (1237),2026-02-01,Capital,SÃO PAULO,SP,10305
L5043-PORTUGAL (1239),2026-02-01,RMSP,SANTO ANDRÉ,SP,8067
L5044-INDAIATUBA (1243),2026-02-01,Interior,INDAIATUBA,SP,7377
L5045-TATUAPE (1247),2026-02-01,Capital,SÃO PAULO,SP,7589
L5046-VILA CARRAO (1248),2026-02-01,Capital,SÃO PAULO,SP,7860
L5047-SAO BERNARDO (1255),2026-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9351
L5048-SJC ANDROMEDA (1261),2026-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6604
L5049-RIB.PRETO INDEPENDENCIA (1266),2026-02-01,Interior,RIBEIRÃO PRETO,SP,3507
L5050-SOROCABA W.LUIZ (1273),2026-02-01,Interior,SOROCABA,SP,5914
L5051-VILA PRUDENTE (1276),2026-02-01,Capital,SÃO PAULO,SP,6516
L5052-PINHEIROS (1277),2026-02-01,Capital,SÃO PAULO,SP,3889
L5053-MORUMBI (1278),2026-02-01,Capital,SÃO PAULO,SP,6666
L5054-PLANALTO (1279),2026-02-01,Capital,SÃO PAULO,SP,6201
L5055-CAMBUCI (1284),2026-02-01,Capital,SÃO PAULO,SP,8287
L5056-PENHA (1285),2026-02-01,Capital,SÃO PAULO,SP,8400
L5057-BOQUEIRAO (1289),2026-02-01,Litoral,SANTOS,SP,9027
L5058-JD. BONFIGLIOLI (1291),2026-02-01,Capital,SÃO PAULO,SP,8769
L5059-TUTOIA (1294),2026-02-01,Capital,SÃO PAULO,SP,6354
L5060-RIVIERA (1300),2026-02-01,Litoral,BERTIOGA,SP,2468
L5061-BOSQUE MAIA (1304),2026-02-01,RMSP,GUARULHOS,SP,6240
L5062-ASSUNCAO (1310),2026-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,10527
L5063-SAO CAMILO (1311),2026-02-01,RMSP,COTIA,SP,4865
L5064-CHACARA INGLESA (1312),2026-02-01,Capital,SÃO PAULO,SP,8008
L5065-LINS DE VASCONCELOS (1313),2026-02-01,Capital,SÃO PAULO,SP,6867
L5066-CARAPICUIBA (1317),2026-02-01,RMSP,CARAPICUÍBA,SP,5898
L5067-CHACARA ST. ANTONIO (1318),2026-02-01,Capital,SÃO PAULO,SP,5698
L5068-BOSQUE DA SAUDE (1321),2026-02-01,Capital,SÃO PAULO,SP,8250
L5069-AGUA RASA (1322),2026-02-01,Capital,SÃO PAULO,SP,8005
L5070-BORGES LAGOA (1323),2026-02-01,Capital,SÃO PAULO,SP,5064
L5071-BELA VISTA (1326),2026-02-01,Capital,SÃO PAULO,SP,9444
L5072-SERRA DE JAPI (1330),2026-02-01,Capital,SÃO PAULO,SP,6399
L5073-VILA GUILHERME (1331),2026-02-01,Capital,SÃO PAULO,SP,7657
L5074-VOLUNTARIOS DA PATRIA (1335),2026-02-01,Capital,SÃO PAULO,SP,5006
L5076-PIRACICABA (1337),2026-02-01,Interior,PIRACICABA,SP,6387
L5077-OSCAR FREIRE (1341),2026-02-01,Capital,SÃO PAULO,SP,7684
L5078-CAMPO BELO 2 (1342),2026-02-01,Capital,SÃO PAULO,SP,4381
L5081-VILA OLIMPIA (1345),2026-02-01,Capital,SÃO PAULO,SP,4661
L5082-VILA ANDRADE (1346),2026-02-01,Capital,SÃO PAULO,SP,7198
L5083-BARCELONA (1347),2026-02-01,RMSP,SÃO CAETANO DO SUL,SP,5706
L5084-GUAIPA (1349),2026-02-01,Capital,SÃO PAULO,SP,6302
L5086-PORTAL DO MORUMBI (1352),2026-02-01,Capital,SÃO PAULO,SP,10596
L5087-ALBERTO ANDALO (1353),2026-02-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4746
L5088-PONTA DA PRAIA (1363),2026-02-01,Litoral,SANTOS,SP,10760
L5089-BOA VISTA (1364),2026-02-01,RMSP,SÃO CAETANO DO SUL,SP,6691
L5090-NORTE SUL (1365),2026-02-01,Interior,CAMPINAS,SP,4800
L5091-NOVA CANTAREIRA (1366),2026-02-01,Capital,SÃO PAULO,SP,6838
L5092-VILA AUGUSTA (1374),2026-02-01,RMSP,GUARULHOS,SP,7296
L5093-PERDIZES 2 (1376),2026-02-01,Capital,SÃO PAULO,SP,6356
L5095-VILLA LOBOS (1380),2026-02-01,Capital,SÃO PAULO,SP,4204
L5097-JUNDIAI (1404),2026-02-01,Interior,JUNDIAÍ,SP,6201
L5098-AUTONOMISTAS (1405),2026-02-01,RMSP,OSASCO,SP,9000
L5099-VILA MATILDE (1421),2026-02-01,Capital,SÃO PAULO,SP,9883
L5100-INTERLAGOS (1431),2026-02-01,Capital,SÃO PAULO,SP,7237
L5101-CIDADE SAO FRANCISCO (1432),2026-02-01,Capital,SÃO PAULO,SP,6925
L5102-POMPEIA DESEMBARGADOR (1449),2026-02-01,Capital,SÃO PAULO,SP,7873
L5103-ATIBAIA (1454),2026-02-01,Interior,ATIBAIA,SP,12719
L5105-DOM PEDRO I (1457),2026-02-01,RMSP,SANTO ANDRÉ,SP,7415
L5106-GUILHERMINA (1516),2026-02-01,Litoral,PRAIA GRANDE,SP,7980
L5107-MANDAQUI (1521),2026-02-01,Capital,SÃO PAULO,SP,5539
L5108-MOGI DAS CRUZES (1527),2026-02-01,RMSP,MOGI DAS CRUZES,SP,6012
L5109-SANTOS POMPEIA,2026-02-01,Litoral,SANTOS,SP,9371
L5111-VINHEDO,2026-02-01,Interior,VINHEDO,SP,4020
L5112-BAURU,2026-02-01,Interior,BAURU,SP,3303
L5113-ANASTACIO,2026-02-01,Capital,SÃO PAULO,SP,7704
L5114-106 ASA SUL,2026-02-01,DF,BRASÍLIA,DF,4320
L5116-ENSEADA,2026-02-01,Litoral,GUARUJÁ,SP,5980
L5117-NOVA GRANADA,2026-02-01,RMSP,OSASCO,SP,9658
L5118-ARACATUBA,2026-02-01,Interior,ARAÇATUBA,SP,3302
L5119-AGUAS CLARAS (ARAUCARIAS),2026-02-01,DF,BRASÍLIA,DF,7277
L5120-ITU,2026-02-01,Interior,ITU,SP,5728
L5121-VILA MASCOTE,2026-02-01,Capital,SÃO PAULO,SP,9674
L5122-PONTE RASA,2026-02-01,Capital,SÃO PAULO,SP,9631
L5123-SAO VICENTE,2026-02-01,Litoral,SÃO VICENTE,SP,8329
L5124-BOTUCATU,2026-02-01,Interior,BOTUCATU,SP,5330
L5126-CELSO GARCIA,2026-02-01,Capital,SÃO PAULO,SP,8692
L5127-SAO ROQUE,2026-02-01,Interior,SÃO ROQUE,SP,9147
L5129-REAL PARQUE,2026-02-01,Capital,SÃO PAULO,SP,3564
L5130-TUPI,2026-02-01,Litoral,PRAIA GRANDE,SP,7840
L5131-TAUBATE SAO GERALDO,2026-02-01,Interior,TAUBATÉ,SP,4887
L5132-CANTO DO FORTE,2026-02-01,Litoral,PRAIA GRANDE,SP,7565
L5134-GILBERTO SALOMAO,2026-02-01,DF,BRASÍLIA,DF,3741
L5135-402 ASA SUL,2026-02-01,DF,BRASÍLIA,DF,3107
L5136-RIB.PRETO ALTO DA BOA VISTA,2026-02-01,Interior,RIBEIRÃO PRETO,SP,5042
L5138-306 ASA NORTE,2026-02-01,DF,BRASÍLIA,DF,6547
L5139-SBC RUDGE RAMOS,2026-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7904
L5140-OSASCO KM 18,2026-02-01,RMSP,OSASCO,SP,8404
L5141-ALTO TAQUARAL,2026-02-01,Interior,CAMPINAS,SP,4766
L5142-MARILIA,2026-02-01,Interior,MARÍLIA,SP,3731
L5143-AQUARIUS,2026-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6791
L5144-EMBU DAS ARTES,2026-02-01,RMSP,EMBU DAS ARTES,SP,6744
L5145-TAMBORE,2026-02-01,RMSP,SANTANA DE PARNAÍBA,SP,3733
L5146-ITATIBA,2026-02-01,Interior,ITATIBA,SP,5378
L5147-ROLAND GARROS,2026-02-01,Capital,SÃO PAULO,SP,6050
L5148-PARQUE DO CARMO,2026-02-01,Capital,SÃO PAULO,SP,6672
L5149-ALTO DA MOOCA,2026-02-01,Capital,SÃO PAULO,SP,10404
L5150-ARARAQUARA,2026-02-01,Interior,ARARAQUARA,SP,5508
L5151-PINDAMONHANGABA,2026-02-01,Interior,PINDAMONHANGABA,SP,3988
L5152-ALTO DA BOA VISTA,2026-02-01,Capital,SÃO PAULO,SP,7904
L5153-EMBARE,2026-02-01,Litoral,SANTOS,SP,11873
L5154-RIO CLARO,2026-02-01,Interior,RIO CLARO,SP,3573
L5155-SUZANO,2026-02-01,RMSP,SUZANO,SP,6794
L5156-JARDIM PRUDENCIA,2026-02-01,Capital,SÃO PAULO,SP,8165
L5158-LEBLON,2026-02-01,RJ,RIO DE JANEIRO,RJ,6181
L5159-COTIA KM 39,2026-02-01,RMSP,COTIA,SP,7570
L5160-GUARATINGUETA,2026-02-01,Interior,GUARATINGUETÁ,SP,5992
L5161-ITANHAEM,2026-02-01,Litoral,ITANHAÉM,SP,8246
L5163-TAQUARI,2026-02-01,DF,BRASÍLIA,DF,4466
L5164-ITAPETININGA,2026-02-01,Interior,ITAPETININGA,SP,5103
L5165-MOGI DAS CRUZES MOGILAR,2026-02-01,RMSP,MOGI DAS CRUZES,SP,6483
L5166-MAIRIPORA,2026-02-01,RMSP,MAIRIPORÃ,SP,6595
L5168-SALTO,2026-02-01,Interior,SALTO,SP,5624
L5169-JACAREI,2026-02-01,Interior,JACAREÍ,SP,6387
L5172-PRESIDENTE PRUDENTE,2026-02-01,Interior,PRESIDENTE PRUDENTE,SP,4968
L5173-PERUIBE,2026-02-01,Litoral,PERUÍBE,SP,7245
L5174-PERI PERI,2026-02-01,Capital,SÃO PAULO,SP,5299
L5175-PARQUE SAO LUCAS,2026-02-01,Capital,SÃO PAULO,SP,9379
L5176-BRAGANCA PAULISTA,2026-02-01,Interior,BRAGANÇA PAULISTA,SP,10510
L5177-FREGUESIA DO O,2026-02-01,Capital,SÃO PAULO,SP,7657
L5178-PERIMETRAL,2026-02-01,RMSP,SANTO ANDRÉ,SP,7065
L5179-VILA YARA,2026-02-01,RMSP,OSASCO,SP,8557
L5180-FREI CANECA,2026-02-01,Capital,SÃO PAULO,SP,7549
L5181-RIBEIRAO PIRES,2026-02-01,RMSP,RIBEIRÃO PIRES,SP,6233
L5182-SAO JOSE DO RIO PRETO (DAMHA),2026-02-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4240
L5184-PRACA VARNHAGEM,2026-02-01,RJ,RIO DE JANEIRO,RJ,8197
L5185-CLODOMIRO,2026-02-01,Capital,SÃO PAULO,SP,3829
L5186-VILA DAS MERCES,2026-02-01,Capital,SÃO PAULO,SP,7324
L5187-MUTIRAO,2026-02-01,GO,GOIÂNIA,GO,4308
L5188-CAJAMAR,2026-02-01,RMSP,CAJAMAR,SP,9784
L5192-ALPHAVILLE CONDE,2026-02-01,RMSP,BARUERI,SP,7662
L5193-COTIA,2026-02-01,RMSP,COTIA,SP,6989
L5195-LEME,2026-02-01,Interior,LEME,SP,3360
L5197-LIMEIRA,2026-02-01,Interior,LIMEIRA,SP,4071
L5198-VILA RESENDE,2026-02-01,Interior,PIRACICABA,SP,4657
L5199-CASA VERDE,2026-02-01,Capital,SÃO PAULO,SP,7327
L5200-JUVENTUS,2026-02-01,Capital,SÃO PAULO,SP,6287
L5201-ANA COSTA,2026-02-01,Litoral,SANTOS,SP,10041
L5202-VILA CAICARA,2026-02-01,Litoral,PRAIA GRANDE,SP,9976
L5204-ITAQUA,2026-02-01,RMSP,ITAQUAQUECETUBA,SP,6355
L5205-GRANJA KM 26,2026-02-01,RMSP,COTIA,SP,3785
L5206-CACHOEIRINHA,2026-02-01,Capital,SÃO PAULO,SP,4606
L5207-SANTO ANDRE ORATORIO,2026-02-01,RMSP,SANTO ANDRÉ,SP,9284
L5209-ITABERABA,2026-02-01,Capital,SÃO PAULO,SP,7770
L5210-CAMPANELLA,2026-02-01,Capital,SÃO PAULO,SP,8397
L5213-REMEDIOS ONIX,2026-02-01,Capital,SÃO PAULO,SP,6209
L5214-SAO MIGUEL,2026-02-01,Capital,SÃO PAULO,SP,7132
L5215-VILA EMA,2026-02-01,Capital,SÃO PAULO,SP,7835
L5216-UBATUBA,2026-02-01,Litoral,UBATUBA,SP,5845
L5218-PARELHEIROS,2026-02-01,Capital,SÃO PAULO,SP,9014
L5219-AV. ITAQUERA,2026-02-01,Capital,SÃO PAULO,SP,6781
L5220-PLANALTO,2026-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5036
L5221-BARUERI (BETHAVILLE),2026-02-01,RMSP,BARUERI,SP,6592
L5223-CAMPO LIMPO,2026-02-01,Capital,SÃO PAULO,SP,11452
L5225-ARUJA,2026-02-01,RMSP,ARUJÁ,SP,6928
L5227-CRUZEIRO,2026-02-01,Interior,CRUZEIRO,SP,4318
L5229-GLAUCIO GIL,2026-02-01,RJ,RIO DE JANEIRO,RJ,6391
L5230-LARGO DO MACHADO,2026-02-01,RJ,RIO DE JANEIRO,RJ,11328
L5231-SOROCABA PANNUNZIO,2026-02-01,Interior,SOROCABA,SP,6427
L5232-PARQUE ECOLOGICO,2026-02-01,Interior,INDAIATUBA,SP,8039
L5233-MONGAGUA,2026-02-01,Litoral,MONGAGUÁ,SP,7984
L5235-LOUVEIRA,2026-02-01,Interior,LOUVEIRA,SP,3924
L5236-JACAREI VILLA BRANCA,2026-02-01,Interior,JACAREÍ,SP,4838
L5237-PAULINIA,2026-02-01,Interior,PAULÍNIA,SP,6725
L5239-CACAPAVA,2026-02-01,Interior,CAÇAPAVA,SP,5150
L5240-BARAO GERALDO,2026-02-01,Interior,CAMPINAS,SP,5395
L5241-ITAPEVI,2026-02-01,RMSP,ITAPEVI,SP,7931
L5242-RECREIO,2026-02-01,RJ,RIO DE JANEIRO,RJ,3207
L5243-MONTE CASTELO,2026-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4843
L5244-TAGUATINGA SUL,2026-02-01,DF,BRASÍLIA,DF,4230
L5245-MAUA 2,2026-02-01,RMSP,MAUÁ,SP,8916
L5246-MALL MULTI GERMINARE,2026-02-01,Capital,SÃO PAULO,SP,12664
L5248-SBC PEREIRA BARRETO,2026-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7584
L5249-SANTA TERESINHA,2026-02-01,RMSP,SANTO ANDRÉ,SP,7569
L5250-VILA RICA,2026-02-01,Capital,SÃO PAULO,SP,6427
L5251-JANGADEIROS,2026-02-01,Capital,SÃO PAULO,SP,6415
L5252-14 DE DEZEMBRO,2026-02-01,Interior,JUNDIAÍ,SP,6932
L5253-HORTO,2026-02-01,Capital,SÃO PAULO,SP,5241
L5259-ALL WAYS MALL,2026-02-01,RJ,RIO DE JANEIRO,RJ,4904
L5261-UNIMART,2026-02-01,Interior,CAMPINAS,SP,7761
L5262-URBANOVA,2026-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4581
